Organism Name,Taxonomic Categories,Image Path
Zonosaurus Madagascariensis,eukaryota; animalia; chordata; reptilia; squamata,assets/webp/taxo/eukaryota/animalia/chordata/reptilia/squamata/zonosaurus_madagascariensis.webp
Aldabrachelys Gigantea,eukaryota; animalia; chordata; reptilia; testudines,assets/webp/taxo/eukaryota/animalia/chordata/reptilia/testudines/aldabrachelys_gigantea.webp
Apalone Spinifera,eukaryota; animalia; chordata; reptilia; testudines,assets/webp/taxo/eukaryota/animalia/chordata/reptilia/testudines/apalone_spinifera.webp
Chelonia Mydas,eukaryota; animalia; chordata; reptilia; testudines,assets/webp/taxo/eukaryota/animalia/chordata/reptilia/testudines/chelonia_mydas.webp
Chelonoidis Nigra,eukaryota; animalia; chordata; reptilia; testudines,assets/webp/taxo/eukaryota/animalia/chordata/reptilia/testudines/chelonoidis_nigra.webp
Chrysemys Picta,eukaryota; animalia; chordata; reptilia; testudines,assets/webp/taxo/eukaryota/animalia/chordata/reptilia/testudines/chrysemys_picta.webp
Dermochelys Coriacea,eukaryota; animalia; chordata; reptilia; testudines,assets/webp/taxo/eukaryota/animalia/chordata/reptilia/testudines/dermochelys_coriacea.webp
Emys Orbicularis,eukaryota; animalia; chordata; reptilia; testudines,assets/webp/taxo/eukaryota/animalia/chordata/reptilia/testudines/emys_orbicularis.webp
Geochelone Sulcata,eukaryota; animalia; chordata; reptilia; testudines,assets/webp/taxo/eukaryota/animalia/chordata/reptilia/testudines/geochelone_sulcata.webp
Gopherus Agassizii,eukaryota; animalia; chordata; reptilia; testudines,assets/webp/taxo/eukaryota/animalia/chordata/reptilia/testudines/gopherus_agassizii.webp
Malaclemys Terrapin,eukaryota; animalia; chordata; reptilia; testudines,assets/webp/taxo/eukaryota/animalia/chordata/reptilia/testudines/malaclemys_terrapin.webp
Terrapene Carolina,eukaryota; animalia; chordata; reptilia; testudines,assets/webp/taxo/eukaryota/animalia/chordata/reptilia/testudines/terrapene_carolina.webp
Testudo Graeca,eukaryota; animalia; chordata; reptilia; testudines,assets/webp/taxo/eukaryota/animalia/chordata/reptilia/testudines/testudo_graeca.webp
Acropora Spp,eukaryota; animalia; cnidaria,assets/webp/taxo/eukaryota/animalia/cnidaria/acropora_spp.webp
Aurelia Aurita,eukaryota; animalia; cnidaria,assets/webp/taxo/eukaryota/animalia/cnidaria/aurelia_aurita.webp
Carukia Barnesi,eukaryota; animalia; cnidaria,assets/webp/taxo/eukaryota/animalia/cnidaria/carukia_barnesi.webp
Chironex Fleckeri,eukaryota; animalia; cnidaria,assets/webp/taxo/eukaryota/animalia/cnidaria/chironex_fleckeri.webp
Chrysaora Quinquecirrha,eukaryota; animalia; cnidaria,assets/webp/taxo/eukaryota/animalia/cnidaria/chrysaora_quinquecirrha.webp
Diploria Labyrinthiformis,eukaryota; animalia; cnidaria,assets/webp/taxo/eukaryota/animalia/cnidaria/diploria_labyrinthiformis.webp
Pelagia Noctiluca,eukaryota; animalia; cnidaria,assets/webp/taxo/eukaryota/animalia/cnidaria/pelagia_noctiluca.webp
Physalia Physalis,eukaryota; animalia; cnidaria,assets/webp/taxo/eukaryota/animalia/cnidaria/physalia_physalis.webp
Praya Dubia,eukaryota; animalia; cnidaria,assets/webp/taxo/eukaryota/animalia/cnidaria/praya_dubia.webp
Rhizostoma Pulmo,eukaryota; animalia; cnidaria,assets/webp/taxo/eukaryota/animalia/cnidaria/rhizostoma_pulmo.webp
Stichodactyla Gigantea,eukaryota; animalia; cnidaria,assets/webp/taxo/eukaryota/animalia/cnidaria/stichodactyla_gigantea.webp
Tubastraea Spp,eukaryota; animalia; cnidaria,assets/webp/taxo/eukaryota/animalia/cnidaria/tubastraea_spp.webp
Antedon Mediterranea,eukaryota; animalia; echinodermata,assets/webp/taxo/eukaryota/animalia/echinodermata/antedon_mediterranea.webp
Asterias Rubens,eukaryota; animalia; echinodermata,assets/webp/taxo/eukaryota/animalia/echinodermata/asterias_rubens.webp
Dendraster Excentricus,eukaryota; animalia; echinodermata,assets/webp/taxo/eukaryota/animalia/echinodermata/dendraster_excentricus.webp
Diadema Setosum,eukaryota; animalia; echinodermata,assets/webp/taxo/eukaryota/animalia/echinodermata/diadema_setosum.webp
Florometra Serratissima,eukaryota; animalia; echinodermata,assets/webp/taxo/eukaryota/animalia/echinodermata/florometra_serratissima.webp
Holothuria Edulis,eukaryota; animalia; echinodermata,assets/webp/taxo/eukaryota/animalia/echinodermata/holothuria_edulis.webp
Linckia Laevigata,eukaryota; animalia; echinodermata,assets/webp/taxo/eukaryota/animalia/echinodermata/linckia_laevigata.webp
Oreaster Reticulatus,eukaryota; animalia; echinodermata,assets/webp/taxo/eukaryota/animalia/echinodermata/oreaster_reticulatus.webp
Parastichopus Californicus,eukaryota; animalia; echinodermata,assets/webp/taxo/eukaryota/animalia/echinodermata/parastichopus_californicus.webp
Pisaster Ochraceus,eukaryota; animalia; echinodermata,assets/webp/taxo/eukaryota/animalia/echinodermata/pisaster_ochraceus.webp
Protoreaster Nodosus,eukaryota; animalia; echinodermata,assets/webp/taxo/eukaryota/animalia/echinodermata/protoreaster_nodosus.webp
Strongylocentrotus Purpuratus,eukaryota; animalia; echinodermata,assets/webp/taxo/eukaryota/animalia/echinodermata/strongylocentrotus_purpuratus.webp
Thelenota Ananas,eukaryota; animalia; echinodermata,assets/webp/taxo/eukaryota/animalia/echinodermata/thelenota_ananas.webp
Achatina Fulica,eukaryota; animalia; mollusca,assets/webp/taxo/eukaryota/animalia/mollusca/achatina_fulica.webp
Architeuthis Dux,eukaryota; animalia; mollusca,assets/webp/taxo/eukaryota/animalia/mollusca/architeuthis_dux.webp
Conus Magnus,eukaryota; animalia; mollusca,assets/webp/taxo/eukaryota/animalia/mollusca/conus_magnus.webp
Enteroctopus Dofleini,eukaryota; animalia; mollusca,assets/webp/taxo/eukaryota/animalia/mollusca/enteroctopus_dofleini.webp
Glaucus Atlanticus,eukaryota; animalia; mollusca,assets/webp/taxo/eukaryota/animalia/mollusca/glaucus_atlanticus.webp
Hapalochlaena Spp,eukaryota; animalia; mollusca,assets/webp/taxo/eukaryota/animalia/mollusca/hapalochlaena_spp.webp
Helix Pomatia,eukaryota; animalia; mollusca,assets/webp/taxo/eukaryota/animalia/mollusca/helix_pomatia.webp
Magnapinna Pacifica,eukaryota; animalia; mollusca,assets/webp/taxo/eukaryota/animalia/mollusca/magnapinna_pacifica.webp
Mytilus Edulis,eukaryota; animalia; mollusca,assets/webp/taxo/eukaryota/animalia/mollusca/mytilus_edulis.webp
Nautilus Prompilius,eukaryota; animalia; mollusca,assets/webp/taxo/eukaryota/animalia/mollusca/nautilus_prompilius.webp
Octopus Vulgaris,eukaryota; animalia; mollusca,assets/webp/taxo/eukaryota/animalia/mollusca/octopus_vulgaris.webp
Sepia Officinalis,eukaryota; animalia; mollusca,assets/webp/taxo/eukaryota/animalia/mollusca/sepia_officinalis.webp
Tridacna Gigas,eukaryota; animalia; mollusca,assets/webp/taxo/eukaryota/animalia/mollusca/tridacna_gigas.webp
Ancylostoma Duodenale,eukaryota; animalia; nematoda,assets/webp/taxo/eukaryota/animalia/nematoda/ancylostoma_duodenale.webp
Ascaris Lumbricoides,eukaryota; animalia; nematoda,assets/webp/taxo/eukaryota/animalia/nematoda/ascaris_lumbricoides.webp
Caenorhabditis Elegans,eukaryota; animalia; nematoda,assets/webp/taxo/eukaryota/animalia/nematoda/caenorhabditis_elegans.webp
Enterobius Vermicularis,eukaryota; animalia; nematoda,assets/webp/taxo/eukaryota/animalia/nematoda/enterobius_vermicularis.webp
Meloidgyne Spp,eukaryota; animalia; nematoda,assets/webp/taxo/eukaryota/animalia/nematoda/meloidgyne_spp.webp
Toxocara Canis,eukaryota; animalia; nematoda,assets/webp/taxo/eukaryota/animalia/nematoda/toxocara_canis.webp
Trichinella Spiralis,eukaryota; animalia; nematoda,assets/webp/taxo/eukaryota/animalia/nematoda/trichinella_spiralis.webp
Clonorchis Sinensis,eukaryota; animalia; platyhelminthes,assets/webp/taxo/eukaryota/animalia/platyhelminthes/clonorchis_sinensis.webp
Diphyllobothrium Latum,eukaryota; animalia; platyhelminthes,assets/webp/taxo/eukaryota/animalia/platyhelminthes/diphyllobothrium_latum.webp
Dugesia Tigrina,eukaryota; animalia; platyhelminthes,assets/webp/taxo/eukaryota/animalia/platyhelminthes/dugesia_tigrina.webp
Echinococcus Granulosus,eukaryota; animalia; platyhelminthes,assets/webp/taxo/eukaryota/animalia/platyhelminthes/echinococcus_granulosus.webp
Fasciola Hepatica,eukaryota; animalia; platyhelminthes,assets/webp/taxo/eukaryota/animalia/platyhelminthes/fasciola_hepatica.webp
Schistosoma Mansoni,eukaryota; animalia; platyhelminthes,assets/webp/taxo/eukaryota/animalia/platyhelminthes/schistosoma_mansoni.webp
Taenia Saginata,eukaryota; animalia; platyhelminthes,assets/webp/taxo/eukaryota/animalia/platyhelminthes/taenia_saginata.webp
Taenia Solium,eukaryota; animalia; platyhelminthes,assets/webp/taxo/eukaryota/animalia/platyhelminthes/taenia_solium.webp
Cilona Celata,eukaryota; animalia; porifera,assets/webp/taxo/eukaryota/animalia/porifera/cilona_celata.webp
Clathrina Clathrus,eukaryota; animalia; porifera,assets/webp/taxo/eukaryota/animalia/porifera/clathrina_clathrus.webp
Euplectella Aspergillum,eukaryota; animalia; porifera,assets/webp/taxo/eukaryota/animalia/porifera/euplectella_aspergillum.webp
Euspongia Officinalis,eukaryota; animalia; porifera,assets/webp/taxo/eukaryota/animalia/porifera/euspongia_officinalis.webp
Haliclona Spp,eukaryota; animalia; porifera,assets/webp/taxo/eukaryota/animalia/porifera/haliclona_spp.webp
Hippospongia Communis,eukaryota; animalia; porifera,assets/webp/taxo/eukaryota/animalia/porifera/hippospongia_communis.webp
Leucosolenia Botryoides,eukaryota; animalia; porifera,assets/webp/taxo/eukaryota/animalia/porifera/leucosolenia_botryoides.webp
Spongilla Lacustris,eukaryota; animalia; porifera,assets/webp/taxo/eukaryota/animalia/porifera/spongilla_lacustris.webp
Sycon Ciliatum,eukaryota; animalia; porifera,assets/webp/taxo/eukaryota/animalia/porifera/sycon_ciliatum.webp
Agaricus Bisporus,eukaryota; fungi,assets/webp/taxo/eukaryota/fungi/agaricus_bisporus.webp
Amanita Muscaria,eukaryota; fungi,assets/webp/taxo/eukaryota/fungi/amanita_muscaria.webp
Amanita Phalloides,eukaryota; fungi,assets/webp/taxo/eukaryota/fungi/amanita_phalloides.webp
Armillaria Mellea,eukaryota; fungi,assets/webp/taxo/eukaryota/fungi/armillaria_mellea.webp
Aspergillus Niger,eukaryota; fungi,assets/webp/taxo/eukaryota/fungi/aspergillus_niger.webp
Calvatia Gigantea,eukaryota; fungi,assets/webp/taxo/eukaryota/fungi/calvatia_gigantea.webp
Cladonia Rangiferina,eukaryota; fungi,assets/webp/taxo/eukaryota/fungi/cladonia_rangiferina.webp
Cordyceps Militaris,eukaryota; fungi,assets/webp/taxo/eukaryota/fungi/cordyceps_militaris.webp
Geastrum Spp,eukaryota; fungi,assets/webp/taxo/eukaryota/fungi/geastrum_spp.webp
Lycoperdon Perlatum,eukaryota; fungi,assets/webp/taxo/eukaryota/fungi/lycoperdon_perlatum.webp
Penicillium Chrysogenum,eukaryota; fungi,assets/webp/taxo/eukaryota/fungi/penicillium_chrysogenum.webp
Rhizopus Stolonifer,eukaryota; fungi,assets/webp/taxo/eukaryota/fungi/rhizopus_stolonifer.webp
Tuber Melanosporum,eukaryota; fungi,assets/webp/taxo/eukaryota/fungi/tuber_melanosporum.webp
Xanthoria Polycarpa,eukaryota; fungi,assets/webp/taxo/eukaryota/fungi/xanthoria_polycarpa.webp
Acer Rubrum,eukaryota; plantae; angiospermae,assets/webp/taxo/eukaryota/plantae/angiospermae/acer_rubrum.webp
Adansonia Spp,eukaryota; plantae; angiospermae,assets/webp/taxo/eukaryota/plantae/angiospermae/adansonia_spp.webp
Allium Cepa,eukaryota; plantae; angiospermae,assets/webp/taxo/eukaryota/plantae/angiospermae/allium_cepa.webp
Bambusa Spp,eukaryota; plantae; angiospermae,assets/webp/taxo/eukaryota/plantae/angiospermae/bambusa_spp.webp
Cargegiea Gigantea,eukaryota; plantae; angiospermae,assets/webp/taxo/eukaryota/plantae/angiospermae/cargegiea_gigantea.webp
Cattleya Spp,eukaryota; plantae; angiospermae,assets/webp/taxo/eukaryota/plantae/angiospermae/cattleya_spp.webp
Citrus Sinensis,eukaryota; plantae; angiospermae,assets/webp/taxo/eukaryota/plantae/angiospermae/citrus_sinensis.webp
Cynodon Dactilon,eukaryota; plantae; angiospermae,assets/webp/taxo/eukaryota/plantae/angiospermae/cynodon_dactilon.webp
Daucus Carota,eukaryota; plantae; angiospermae,assets/webp/taxo/eukaryota/plantae/angiospermae/daucus_carota.webp
Echnocactus Grusonii,eukaryota; plantae; angiospermae,assets/webp/taxo/eukaryota/plantae/angiospermae/echnocactus_grusonii.webp
Eucalyptus Regnan,eukaryota; plantae; angiospermae,assets/webp/taxo/eukaryota/plantae/angiospermae/eucalyptus_regnan.webp
Jacaranda Mimosifolia,eukaryota; plantae; angiospermae,assets/webp/taxo/eukaryota/plantae/angiospermae/jacaranda_mimosifolia.webp
Magnolia Grandiflora,eukaryota; plantae; angiospermae,assets/webp/taxo/eukaryota/plantae/angiospermae/magnolia_grandiflora.webp
Opuntia Ficus-Indica,eukaryota; plantae; angiospermae,assets/webp/taxo/eukaryota/plantae/angiospermae/opuntia_ficus-Indica.webp
Prunus Serrulata,eukaryota; plantae; angiospermae,assets/webp/taxo/eukaryota/plantae/angiospermae/prunus_serrulata.webp
Quercus Robur,eukaryota; plantae; angiospermae,assets/webp/taxo/eukaryota/plantae/angiospermae/quercus_robur.webp
Rafflesia Arnoldii,eukaryota; plantae; angiospermae,assets/webp/taxo/eukaryota/plantae/angiospermae/rafflesia_arnoldii.webp
Rosa Chinensis,eukaryota; plantae; angiospermae,assets/webp/taxo/eukaryota/plantae/angiospermae/rosa_chinensis.webp
Salix Babylonica,eukaryota; plantae; angiospermae,assets/webp/taxo/eukaryota/plantae/angiospermae/salix_babylonica.webp
Taraxacum Officinale,eukaryota; plantae; angiospermae,assets/webp/taxo/eukaryota/plantae/angiospermae/taraxacum_officinale.webp
Triticum Aestivum,eukaryota; plantae; angiospermae,assets/webp/taxo/eukaryota/plantae/angiospermae/triticum_aestivum.webp
Zea Mays,eukaryota; plantae; angiospermae,assets/webp/taxo/eukaryota/plantae/angiospermae/zea_mays.webp
Anthoceros Agrestis,eukaryota; plantae; bryophyta,assets/webp/taxo/eukaryota/plantae/bryophyta/anthoceros_agrestis.webp
Dicranium Scoparium,eukaryota; plantae; bryophyta,assets/webp/taxo/eukaryota/plantae/bryophyta/dicranium_scoparium.webp
Grimmia Pulvinata,eukaryota; plantae; bryophyta,assets/webp/taxo/eukaryota/plantae/bryophyta/grimmia_pulvinata.webp
Leucobryum Glaucum,eukaryota; plantae; bryophyta,assets/webp/taxo/eukaryota/plantae/bryophyta/leucobryum_glaucum.webp
Marchantia Polymorpha,eukaryota; plantae; bryophyta,assets/webp/taxo/eukaryota/plantae/bryophyta/marchantia_polymorpha.webp
Pellia Epiphylla,eukaryota; plantae; bryophyta,assets/webp/taxo/eukaryota/plantae/bryophyta/pellia_epiphylla.webp
Phaeoceros Laevis,eukaryota; plantae; bryophyta,assets/webp/taxo/eukaryota/plantae/bryophyta/phaeoceros_laevis.webp
Racomitrium Lanuginosum,eukaryota; plantae; bryophyta,assets/webp/taxo/eukaryota/plantae/bryophyta/racomitrium_lanuginosum.webp
Riccia Fluitans,eukaryota; plantae; bryophyta,assets/webp/taxo/eukaryota/plantae/bryophyta/riccia_fluitans.webp
Sphagnum Spp,eukaryota; plantae; bryophyta,assets/webp/taxo/eukaryota/plantae/bryophyta/sphagnum_spp.webp
Abies Alba,eukaryota; plantae; gymnospermae,assets/webp/taxo/eukaryota/plantae/gymnospermae/abies_alba.webp
Cedrus Atlantica,eukaryota; plantae; gymnospermae,assets/webp/taxo/eukaryota/plantae/gymnospermae/cedrus_atlantica.webp
Cycas Revoluta,eukaryota; plantae; gymnospermae,assets/webp/taxo/eukaryota/plantae/gymnospermae/cycas_revoluta.webp
Ginkgo Biloba,eukaryota; plantae; gymnospermae,assets/webp/taxo/eukaryota/plantae/gymnospermae/ginkgo_biloba.webp
Picea Abies,eukaryota; plantae; gymnospermae,assets/webp/taxo/eukaryota/plantae/gymnospermae/picea_abies.webp
Pinus Ponderosa,eukaryota; plantae; gymnospermae,assets/webp/taxo/eukaryota/plantae/gymnospermae/pinus_ponderosa.webp
Sequoia Sempervirens,eukaryota; plantae; gymnospermae,assets/webp/taxo/eukaryota/plantae/gymnospermae/sequoia sempervirens.webp
Sequoiadendrom Giganteum,eukaryota; plantae; gymnospermae,assets/webp/taxo/eukaryota/plantae/gymnospermae/sequoiadendrom_giganteum.webp
Taxus Baccata,eukaryota; plantae; gymnospermae,assets/webp/taxo/eukaryota/plantae/gymnospermae/taxus_baccata.webp
Tuja Occidentalis,eukaryota; plantae; gymnospermae,assets/webp/taxo/eukaryota/plantae/gymnospermae/tuja_occidentalis.webp
Adiantum Capillus Veneris,eukaryota; plantae; pteridophyta,assets/webp/taxo/eukaryota/plantae/pteridophyta/adiantum_capillus_veneris.webp
Asplenium Nidus,eukaryota; plantae; pteridophyta,assets/webp/taxo/eukaryota/plantae/pteridophyta/asplenium_nidus.webp
Athyrium Filix-Femina,eukaryota; plantae; pteridophyta,assets/webp/taxo/eukaryota/plantae/pteridophyta/athyrium_filix-femina.webp
Cyrtomium Falcatum,eukaryota; plantae; pteridophyta,assets/webp/taxo/eukaryota/plantae/pteridophyta/cyrtomium_falcatum.webp
Diphasiastrum Complanatum,eukaryota; plantae; pteridophyta,assets/webp/taxo/eukaryota/plantae/pteridophyta/diphasiastrum_complanatum.webp
Equisetum Arvense,eukaryota; plantae; pteridophyta,assets/webp/taxo/eukaryota/plantae/pteridophyta/equisetum_arvense.webp
Lycopodium Clavatum,eukaryota; plantae; pteridophyta,assets/webp/taxo/eukaryota/plantae/pteridophyta/lycopodium_clavatum.webp
Nephrolepis Exaltata,eukaryota; plantae; pteridophyta,assets/webp/taxo/eukaryota/plantae/pteridophyta/nephrolepis_exaltata.webp
Pteridium Aquilinum,eukaryota; plantae; pteridophyta,assets/webp/taxo/eukaryota/plantae/pteridophyta/pteridium_aquilinum.webp
Selaginella Uncinata,eukaryota; plantae; pteridophyta,assets/webp/taxo/eukaryota/plantae/pteridophyta/selaginella_uncinata.webp
Amoeba Proteus,eukaryota; protista,assets/webp/taxo/eukaryota/protista/amoeba_proteus.webp
Caulerpa Taxifolia,eukaryota; protista,assets/webp/taxo/eukaryota/protista/caulerpa_taxifolia.webp
Chaos Carolinense,eukaryota; protista,assets/webp/taxo/eukaryota/protista/chaos_carolinense.webp
Coidum Fragile,eukaryota; protista,assets/webp/taxo/eukaryota/protista/coidum_fragile.webp
Entamoeba Moshkovskii,eukaryota; protista,assets/webp/taxo/eukaryota/protista/entamoeba_moshkovskii.webp
Gelidium Spp,eukaryota; protista,assets/webp/taxo/eukaryota/protista/gelidium_spp.webp
Halimeda Spp,eukaryota; protista,assets/webp/taxo/eukaryota/protista/halimeda_spp.webp
Laminaria Digitata,eukaryota; protista,assets/webp/taxo/eukaryota/protista/laminaria_digitata.webp
Macrocystis Pyrifera,eukaryota; protista,assets/webp/taxo/eukaryota/protista/macrocystis_pyrifera.webp
Naegleria Fowleri,eukaryota; protista,assets/webp/taxo/eukaryota/protista/naegleria_fowleri.webp
Nereocystis Luetkeana,eukaryota; protista,assets/webp/taxo/eukaryota/protista/nereocystis_luetkeana.webp
Noctiluca Scintillans,eukaryota; protista,assets/webp/taxo/eukaryota/protista/noctiluca_scintillans.webp
Paramecium Caudatum,eukaryota; protista,assets/webp/taxo/eukaryota/protista/paramecium_caudatum.webp
Plasmodium Falciparum,eukaryota; protista,assets/webp/taxo/eukaryota/protista/plasmodium_falciparum.webp
Porphyra Spp,eukaryota; protista,assets/webp/taxo/eukaryota/protista/porphyra_spp.webp
Spirogyra Spp,eukaryota; protista,assets/webp/taxo/eukaryota/protista/spirogyra_spp.webp
Toxoplasma Gondii,eukaryota; protista,assets/webp/taxo/eukaryota/protista/toxoplasma_gondii.webp
Trypanosoma Brucei,eukaryota; protista,assets/webp/taxo/eukaryota/protista/trypanosoma_brucei.webp
Ulva Lactuca,eukaryota; protista,assets/webp/taxo/eukaryota/protista/ulva_lactuca.webp
Volvox Aureus,eukaryota; protista,assets/webp/taxo/eukaryota/protista/volvox_aureus.webp
